log_id,teacher_id,division,region,training_name,year,modality
LOG004966,TCH03588,Davao Oriental,Region XI,STAR Regional Coaching Program,2023,Online
LOG004967,TCH03588,Davao Oriental,Region XI,STAR Chemistry Lab Techniques,2022,Online
LOG004968,TCH03590,Davao Oriental,Region XI,STAR STEM Integration Workshop,2023,Online
LOG004969,TCH03593,Davao Oriental,Region XI,STAR Math Enhancement Program,2023,Online
LOG004970,TCH03593,Davao Oriental,Region XI,STAR Math Enhancement Program,2024,Blended
LOG004971,TCH03595,Davao Oriental,Region XI,STAR Basic Science Training,2019,Online
LOG004972,TCH03596,Davao Oriental,Region XI,STAR Math Enhancement Program,2022,Online
LOG004973,TCH03596,Davao Oriental,Region XI,STAR Leadership for Science Teachers,2019,Face-to-face
LOG004974,TCH03597,Davao Oriental,Region XI,STAR Leadership for Science Teachers,2023,Face-to-face
LOG004975,TCH03598,Davao Oriental,Region XI,STAR Advanced Science Seminar,2019,Online
LOG004976,TCH03601,Davao Oriental,Region XI,STAR Biology Specialization Course,2021,Face-to-face
LOG004977,TCH03601,Davao Oriental,Region XI,STAR Physics Upskilling Workshop,2022,Online
LOG004978,TCH03602,Davao Oriental,Region XI,STAR Basic Science Training,2023,Blended
LOG004979,TCH03602,Davao Oriental,Region XI,STAR Advanced Science Seminar,2021,Blended
LOG004980,TCH03602,Davao Oriental,Region XI,STAR Leadership for Science Teachers,2019,Online
LOG004981,TCH03602,Davao Oriental,Region XI,STAR Chemistry Lab Techniques,2022,Face-to-face
LOG004982,TCH03603,Davao Oriental,Region XI,STAR Leadership for Science Teachers,2022,Blended
LOG004983,TCH03603,Davao Oriental,Region XI,STAR Biology Specialization Course,2020,Face-to-face
LOG004984,TCH03603,Davao Oriental,Region XI,STAR Leadership for Science Teachers,2021,Blended
LOG004985,TCH03603,Davao Oriental,Region XI,STAR Basic Science Training,2022,Online
LOG004986,TCH03605,Cotabato,Region XII,STAR STEM Integration Workshop,2023,Face-to-face
LOG004987,TCH03605,Cotabato,Region XII,STAR Advanced Science Seminar,2019,Blended
LOG004988,TCH03605,Cotabato,Region XII,STAR STEM Integration Workshop,2019,Face-to-face
LOG004989,TCH03605,Cotabato,Region XII,STAR Regional Science Camp,2019,Face-to-face
LOG004990,TCH03607,Cotabato,Region XII,STAR Chemistry Lab Techniques,2021,Online
LOG004991,TCH03608,Cotabato,Region XII,STAR Leadership for Science Teachers,2024,Online
LOG004992,TCH03609,Cotabato,Region XII,STAR Basic Science Training,2020,Face-to-face
LOG004993,TCH03609,Cotabato,Region XII,STAR Leadership for Science Teachers,2020,Blended
LOG004994,TCH03610,Cotabato,Region XII,STAR Biology Specialization Course,2024,Online
LOG004995,TCH03610,Cotabato,Region XII,STAR Regional Coaching Program,2023,Blended
LOG004996,TCH03610,Cotabato,Region XII,STAR Leadership for Science Teachers,2024,Online
LOG004997,TCH03610,Cotabato,Region XII,STAR Basic Science Training,2024,Online
LOG004998,TCH03611,Cotabato,Region XII,STAR Basic Science Training,2024,Face-to-face
LOG004999,TCH03611,Cotabato,Region XII,STAR STEM Integration Workshop,2020,Blended
LOG005000,TCH03613,Cotabato,Region XII,STAR Chemistry Lab Techniques,2022,Online
LOG005001,TCH03614,Cotabato,Region XII,STAR STEM Integration Workshop,2024,Blended
LOG005002,TCH03614,Cotabato,Region XII,STAR Math Enhancement Program,2023,Face-to-face
LOG005003,TCH03615,Cotabato,Region XII,STAR Math Enhancement Program,2023,Face-to-face
LOG005004,TCH03615,Cotabato,Region XII,STAR Leadership for Science Teachers,2019,Blended
LOG005005,TCH03616,Cotabato,Region XII,STAR Advanced Science Seminar,2019,Blended
LOG005006,TCH03616,Cotabato,Region XII,STAR Regional Science Camp,2024,Face-to-face
LOG005007,TCH03616,Cotabato,Region XII,STAR Biology Specialization Course,2023,Online
LOG005008,TCH03617,Cotabato,Region XII,STAR Regional Science Camp,2021,Face-to-face
LOG005009,TCH03617,Cotabato,Region XII,STAR Leadership for Science Teachers,2019,Blended
LOG005010,TCH03617,Cotabato,Region XII,STAR Biology Specialization Course,2024,Blended
LOG005011,TCH03618,Cotabato,Region XII,STAR STEM Integration Workshop,2019,Online
LOG005012,TCH03621,Cotabato,Region XII,STAR Chemistry Lab Techniques,2020,Face-to-face
LOG005013,TCH03621,Cotabato,Region XII,STAR Chemistry Lab Techniques,2019,Face-to-face
LOG005014,TCH03622,Cotabato,Region XII,STAR Leadership for Science Teachers,2020,Face-to-face
LOG005015,TCH03622,Cotabato,Region XII,STAR Leadership for Science Teachers,2022,Face-to-face
LOG005016,TCH03623,Cotabato,Region XII,STAR Physics Upskilling Workshop,2020,Blended
LOG005017,TCH03623,Cotabato,Region XII,STAR Chemistry Lab Techniques,2024,Face-to-face
LOG005018,TCH03625,Cotabato,Region XII,STAR Physics Upskilling Workshop,2024,Face-to-face
LOG005019,TCH03625,Cotabato,Region XII,STAR Physics Upskilling Workshop,2020,Face-to-face
LOG005020,TCH03626,Cotabato,Region XII,STAR Math Enhancement Program,2024,Face-to-face
LOG005021,TCH03626,Cotabato,Region XII,STAR Physics Upskilling Workshop,2019,Face-to-face
LOG005022,TCH03626,Cotabato,Region XII,STAR Advanced Science Seminar,2024,Face-to-face
LOG005023,TCH03627,Cotabato,Region XII,STAR Math Enhancement Program,2019,Face-to-face
LOG005024,TCH03628,Cotabato,Region XII,STAR Chemistry Lab Techniques,2019,Face-to-face
LOG005025,TCH03628,Cotabato,Region XII,STAR Biology Specialization Course,2024,Online
LOG005026,TCH03629,Cotabato,Region XII,STAR Basic Science Training,2020,Online
LOG005027,TCH03631,Cotabato,Region XII,STAR Math Enhancement Program,2021,Face-to-face
LOG005028,TCH03631,Cotabato,Region XII,STAR Leadership for Science Teachers,2024,Face-to-face
LOG005029,TCH03633,Cotabato,Region XII,STAR Biology Specialization Course,2024,Online
LOG005030,TCH03634,Cotabato,Region XII,STAR Regional Science Camp,2022,Online
LOG005031,TCH03634,Cotabato,Region XII,STAR Regional Science Camp,2021,Online
LOG005032,TCH03634,Cotabato,Region XII,STAR Math Enhancement Program,2024,Face-to-face
LOG005033,TCH03634,Cotabato,Region XII,STAR Advanced Science Seminar,2022,Face-to-face
LOG005034,TCH03635,Cotabato,Region XII,STAR Advanced Science Seminar,2022,Blended
LOG005035,TCH03636,Cotabato,Region XII,STAR Regional Coaching Program,2021,Online
LOG005036,TCH03636,Cotabato,Region XII,STAR Leadership for Science Teachers,2023,Face-to-face
LOG005037,TCH03637,Cotabato,Region XII,STAR Biology Specialization Course,2020,Online
LOG005038,TCH03637,Cotabato,Region XII,STAR STEM Integration Workshop,2019,Face-to-face
LOG005039,TCH03637,Cotabato,Region XII,STAR Physics Upskilling Workshop,2021,Face-to-face
LOG005040,TCH03638,Cotabato,Region XII,STAR STEM Integration Workshop,2021,Blended
LOG005041,TCH03638,Cotabato,Region XII,STAR STEM Integration Workshop,2022,Face-to-face
LOG005042,TCH03639,Cotabato,Region XII,STAR Regional Coaching Program,2024,Face-to-face
LOG005043,TCH03640,Cotabato,Region XII,STAR Advanced Science Seminar,2023,Face-to-face
LOG005044,TCH03641,Cotabato,Region XII,STAR Regional Coaching Program,2023,Blended
LOG005045,TCH03641,Cotabato,Region XII,STAR Leadership for Science Teachers,2024,Blended
LOG005046,TCH03642,Cotabato,Region XII,STAR Regional Science Camp,2020,Face-to-face
LOG005047,TCH03642,Cotabato,Region XII,STAR STEM Integration Workshop,2021,Face-to-face
LOG005048,TCH03643,Sarangani,Region XII,STAR Physics Upskilling Workshop,2020,Online
LOG005049,TCH03644,Sarangani,Region XII,STAR Regional Science Camp,2024,Blended
LOG005050,TCH03644,Sarangani,Region XII,STAR Physics Upskilling Workshop,2024,Blended
LOG005051,TCH03644,Sarangani,Region XII,STAR STEM Integration Workshop,2020,Online
LOG005052,TCH03645,Sarangani,Region XII,STAR Basic Science Training,2021,Blended
LOG005053,TCH03645,Sarangani,Region XII,STAR Physics Upskilling Workshop,2022,Face-to-face
LOG005054,TCH03645,Sarangani,Region XII,STAR STEM Integration Workshop,2022,Face-to-face
LOG005055,TCH03646,Sarangani,Region XII,STAR Chemistry Lab Techniques,2024,Blended
LOG005056,TCH03648,Sarangani,Region XII,STAR Leadership for Science Teachers,2021,Online
LOG005057,TCH03648,Sarangani,Region XII,STAR Math Enhancement Program,2021,Face-to-face
LOG005058,TCH03649,Sarangani,Region XII,STAR Chemistry Lab Techniques,2021,Face-to-face
LOG005059,TCH03650,Sarangani,Region XII,STAR Leadership for Science Teachers,2022,Face-to-face
LOG005060,TCH03651,Sarangani,Region XII,STAR Regional Coaching Program,2021,Face-to-face
LOG005061,TCH03651,Sarangani,Region XII,STAR Regional Science Camp,2023,Face-to-face
LOG005062,TCH03651,Sarangani,Region XII,STAR Leadership for Science Teachers,2022,Blended
LOG005063,TCH03652,Sarangani,Region XII,STAR Biology Specialization Course,2019,Face-to-face
LOG005064,TCH03652,Sarangani,Region XII,STAR STEM Integration Workshop,2023,Blended
LOG005065,TCH03653,Sarangani,Region XII,STAR Biology Specialization Course,2020,Face-to-face
LOG005066,TCH03653,Sarangani,Region XII,STAR Math Enhancement Program,2022,Blended
LOG005067,TCH03653,Sarangani,Region XII,STAR Chemistry Lab Techniques,2024,Face-to-face
LOG005068,TCH03654,Sarangani,Region XII,STAR Regional Science Camp,2021,Face-to-face
LOG005069,TCH03654,Sarangani,Region XII,STAR Regional Science Camp,2023,Online
LOG005070,TCH03655,Sarangani,Region XII,STAR Physics Upskilling Workshop,2023,Blended
LOG005071,TCH03656,Sarangani,Region XII,STAR Biology Specialization Course,2021,Face-to-face
LOG005072,TCH03657,Sarangani,Region XII,STAR Math Enhancement Program,2019,Face-to-face
LOG005073,TCH03657,Sarangani,Region XII,STAR Basic Science Training,2021,Face-to-face
LOG005074,TCH03658,Sarangani,Region XII,STAR Leadership for Science Teachers,2021,Blended
LOG005075,TCH03658,Sarangani,Region XII,STAR Regional Science Camp,2021,Online
LOG005076,TCH03659,Sarangani,Region XII,STAR Advanced Science Seminar,2019,Online
LOG005077,TCH03659,Sarangani,Region XII,STAR Regional Coaching Program,2019,Blended
LOG005078,TCH03659,Sarangani,Region XII,STAR Regional Science Camp,2023,Face-to-face
LOG005079,TCH03660,Sarangani,Region XII,STAR Leadership for Science Teachers,2024,Face-to-face
LOG005080,TCH03660,Sarangani,Region XII,STAR Regional Coaching Program,2022,Face-to-face
LOG005081,TCH03660,Sarangani,Region XII,STAR Physics Upskilling Workshop,2020,Online
LOG005082,TCH03663,Sarangani,Region XII,STAR Chemistry Lab Techniques,2019,Face-to-face
LOG005083,TCH03663,Sarangani,Region XII,STAR Biology Specialization Course,2019,Online
LOG005084,TCH03664,Sarangani,Region XII,STAR Math Enhancement Program,2020,Face-to-face
LOG005085,TCH03664,Sarangani,Region XII,STAR Regional Science Camp,2024,Online
LOG005086,TCH03664,Sarangani,Region XII,STAR Regional Coaching Program,2024,Face-to-face
LOG005087,TCH03665,Sarangani,Region XII,STAR Regional Coaching Program,2024,Online
LOG005088,TCH03665,Sarangani,Region XII,STAR Leadership for Science Teachers,2023,Blended
LOG005089,TCH03665,Sarangani,Region XII,STAR Chemistry Lab Techniques,2020,Online
LOG005090,TCH03666,Sarangani,Region XII,STAR Math Enhancement Program,2021,Online
LOG005091,TCH03667,Sarangani,Region XII,STAR Biology Specialization Course,2020,Face-to-face
LOG005092,TCH03667,Sarangani,Region XII,STAR Regional Coaching Program,2022,Blended
LOG005093,TCH03668,Sarangani,Region XII,STAR Biology Specialization Course,2023,Online
LOG005094,TCH03668,Sarangani,Region XII,STAR Leadership for Science Teachers,2021,Online
LOG005095,TCH03668,Sarangani,Region XII,STAR Physics Upskilling Workshop,2024,Online
LOG005096,TCH03668,Sarangani,Region XII,STAR Chemistry Lab Techniques,2021,Online
LOG005097,TCH03669,Sarangani,Region XII,STAR Math Enhancement Program,2019,Face-to-face
LOG005098,TCH03669,Sarangani,Region XII,STAR Advanced Science Seminar,2020,Face-to-face
LOG005099,TCH03669,Sarangani,Region XII,STAR Math Enhancement Program,2021,Face-to-face
LOG005100,TCH03670,Sarangani,Region XII,STAR STEM Integration Workshop,2019,Face-to-face
LOG005101,TCH03670,Sarangani,Region XII,STAR Leadership for Science Teachers,2020,Blended
LOG005102,TCH03670,Sarangani,Region XII,STAR Regional Science Camp,2020,Online
LOG005103,TCH03671,Sarangani,Region XII,STAR Biology Specialization Course,2020,Blended
LOG005104,TCH03671,Sarangani,Region XII,STAR Chemistry Lab Techniques,2020,Face-to-face
LOG005105,TCH03672,Sarangani,Region XII,STAR Biology Specialization Course,2022,Blended
LOG005106,TCH03673,Sarangani,Region XII,STAR Basic Science Training,2021,Online
LOG005107,TCH03673,Sarangani,Region XII,STAR Basic Science Training,2021,Face-to-face
LOG005108,TCH03673,Sarangani,Region XII,STAR Physics Upskilling Workshop,2022,Online
LOG005109,TCH03674,Sarangani,Region XII,STAR Advanced Science Seminar,2019,Face-to-face
LOG005110,TCH03674,Sarangani,Region XII,STAR Regional Science Camp,2022,Online
LOG005111,TCH03674,Sarangani,Region XII,STAR Basic Science Training,2019,Face-to-face
LOG005112,TCH03675,Sarangani,Region XII,STAR Math Enhancement Program,2020,Online
LOG005113,TCH03676,Sarangani,Region XII,STAR Math Enhancement Program,2023,Face-to-face
LOG005114,TCH03677,Sarangani,Region XII,STAR Leadership for Science Teachers,2024,Online
LOG005115,TCH03678,Sarangani,Region XII,STAR Regional Coaching Program,2021,Face-to-face
LOG005116,TCH03678,Sarangani,Region XII,STAR Math Enhancement Program,2023,Face-to-face
LOG005117,TCH03678,Sarangani,Region XII,STAR Chemistry Lab Techniques,2022,Face-to-face
LOG005118,TCH03678,Sarangani,Region XII,STAR Math Enhancement Program,2021,Face-to-face
LOG005119,TCH03680,Sarangani,Region XII,STAR Physics Upskilling Workshop,2020,Online
LOG005120,TCH03680,Sarangani,Region XII,STAR Regional Science Camp,2020,Blended
LOG005121,TCH03680,Sarangani,Region XII,STAR Regional Science Camp,2022,Online
LOG005122,TCH03681,Sarangani,Region XII,STAR Chemistry Lab Techniques,2020,Online
LOG005123,TCH03682,Sarangani,Region XII,STAR Regional Coaching Program,2020,Face-to-face
LOG005124,TCH03682,Sarangani,Region XII,STAR Regional Coaching Program,2024,Face-to-face
LOG005125,TCH03684,Sarangani,Region XII,STAR Advanced Science Seminar,2021,Face-to-face
LOG005126,TCH03687,South Cotabato,Region XII,STAR Biology Specialization Course,2020,Face-to-face
LOG005127,TCH03687,South Cotabato,Region XII,STAR Math Enhancement Program,2022,Face-to-face
LOG005128,TCH03688,South Cotabato,Region XII,STAR Leadership for Science Teachers,2020,Blended
LOG005129,TCH03688,South Cotabato,Region XII,STAR STEM Integration Workshop,2024,Face-to-face
LOG005130,TCH03688,South Cotabato,Region XII,STAR Biology Specialization Course,2023,Blended
LOG005131,TCH03688,South Cotabato,Region XII,STAR Regional Science Camp,2021,Blended
LOG005132,TCH03689,South Cotabato,Region XII,STAR Physics Upskilling Workshop,2019,Blended
LOG005133,TCH03689,South Cotabato,Region XII,STAR Regional Science Camp,2022,Face-to-face
LOG005134,TCH03690,South Cotabato,Region XII,STAR Physics Upskilling Workshop,2019,Face-to-face
LOG005135,TCH03691,South Cotabato,Region XII,STAR Regional Coaching Program,2023,Online
LOG005136,TCH03691,South Cotabato,Region XII,STAR STEM Integration Workshop,2019,Face-to-face
LOG005137,TCH03691,South Cotabato,Region XII,STAR Regional Coaching Program,2019,Blended
LOG005138,TCH03691,South Cotabato,Region XII,STAR Chemistry Lab Techniques,2019,Online
LOG005139,TCH03693,South Cotabato,Region XII,STAR Chemistry Lab Techniques,2020,Face-to-face
LOG005140,TCH03694,South Cotabato,Region XII,STAR Advanced Science Seminar,2020,Blended
LOG005141,TCH03695,South Cotabato,Region XII,STAR Chemistry Lab Techniques,2023,Blended
LOG005142,TCH03695,South Cotabato,Region XII,STAR Advanced Science Seminar,2021,Online
LOG005143,TCH03696,South Cotabato,Region XII,STAR Physics Upskilling Workshop,2023,Face-to-face
LOG005144,TCH03697,South Cotabato,Region XII,STAR Chemistry Lab Techniques,2020,Online
LOG005145,TCH03698,South Cotabato,Region XII,STAR Regional Coaching Program,2021,Online
LOG005146,TCH03698,South Cotabato,Region XII,STAR Basic Science Training,2024,Online
LOG005147,TCH03699,South Cotabato,Region XII,STAR STEM Integration Workshop,2022,Online
LOG005148,TCH03699,South Cotabato,Region XII,STAR Regional Coaching Program,2019,Face-to-face
LOG005149,TCH03700,South Cotabato,Region XII,STAR Math Enhancement Program,2020,Face-to-face
LOG005150,TCH03703,South Cotabato,Region XII,STAR Chemistry Lab Techniques,2024,Face-to-face
LOG005151,TCH03703,South Cotabato,Region XII,STAR Advanced Science Seminar,2020,Online
LOG005152,TCH03704,South Cotabato,Region XII,STAR Physics Upskilling Workshop,2021,Face-to-face
LOG005153,TCH03705,South Cotabato,Region XII,STAR Physics Upskilling Workshop,2023,Online
LOG005154,TCH03706,South Cotabato,Region XII,STAR Math Enhancement Program,2019,Face-to-face
LOG005155,TCH03706,South Cotabato,Region XII,STAR Physics Upskilling Workshop,2019,Blended
LOG005156,TCH03706,South Cotabato,Region XII,STAR STEM Integration Workshop,2023,Online
LOG005157,TCH03707,South Cotabato,Region XII,STAR Advanced Science Seminar,2021,Face-to-face
LOG005158,TCH03707,South Cotabato,Region XII,STAR Regional Coaching Program,2022,Face-to-face
LOG005159,TCH03707,South Cotabato,Region XII,STAR Regional Science Camp,2020,Face-to-face
LOG005160,TCH03709,South Cotabato,Region XII,STAR STEM Integration Workshop,2023,Online
LOG005161,TCH03711,South Cotabato,Region XII,STAR Basic Science Training,2022,Blended
LOG005162,TCH03712,South Cotabato,Region XII,STAR Advanced Science Seminar,2021,Face-to-face
LOG005163,TCH03712,South Cotabato,Region XII,STAR Math Enhancement Program,2019,Blended
LOG005164,TCH03712,South Cotabato,Region XII,STAR Leadership for Science Teachers,2024,Face-to-face
LOG005165,TCH03713,South Cotabato,Region XII,STAR Basic Science Training,2020,Face-to-face
LOG005166,TCH03715,South Cotabato,Region XII,STAR STEM Integration Workshop,2023,Face-to-face
LOG005167,TCH03715,South Cotabato,Region XII,STAR Physics Upskilling Workshop,2024,Online
LOG005168,TCH03716,South Cotabato,Region XII,STAR Physics Upskilling Workshop,2022,Face-to-face
LOG005169,TCH03716,South Cotabato,Region XII,STAR Physics Upskilling Workshop,2023,Blended
LOG005170,TCH03717,South Cotabato,Region XII,STAR Regional Coaching Program,2019,Face-to-face
LOG005171,TCH03717,South Cotabato,Region XII,STAR Leadership for Science Teachers,2019,Face-to-face
LOG005172,TCH03718,South Cotabato,Region XII,STAR Regional Coaching Program,2021,Blended
LOG005173,TCH03718,South Cotabato,Region XII,STAR Math Enhancement Program,2022,Blended
LOG005174,TCH03720,South Cotabato,Region XII,STAR Biology Specialization Course,2022,Online
LOG005175,TCH03721,South Cotabato,Region XII,STAR Biology Specialization Course,2024,Face-to-face
LOG005176,TCH03721,South Cotabato,Region XII,STAR STEM Integration Workshop,2020,Face-to-face
LOG005177,TCH03723,South Cotabato,Region XII,STAR Advanced Science Seminar,2021,Online
LOG005178,TCH03725,South Cotabato,Region XII,STAR Leadership for Science Teachers,2019,Online
LOG005179,TCH03725,South Cotabato,Region XII,STAR Basic Science Training,2020,Face-to-face
LOG005180,TCH03725,South Cotabato,Region XII,STAR STEM Integration Workshop,2020,Face-to-face
LOG005181,TCH03726,South Cotabato,Region XII,STAR Physics Upskilling Workshop,2024,Blended
LOG005182,TCH03726,South Cotabato,Region XII,STAR Leadership for Science Teachers,2024,Blended
LOG005183,TCH03727,South Cotabato,Region XII,STAR Advanced Science Seminar,2020,Face-to-face
LOG005184,TCH03727,South Cotabato,Region XII,STAR Leadership for Science Teachers,2022,Online
LOG005185,TCH03727,South Cotabato,Region XII,STAR Regional Coaching Program,2021,Blended
LOG005186,TCH03728,South Cotabato,Region XII,STAR Leadership for Science Teachers,2023,Face-to-face
LOG005187,TCH03728,South Cotabato,Region XII,STAR Biology Specialization Course,2024,Face-to-face
LOG005188,TCH03730,South Cotabato,Region XII,STAR Chemistry Lab Techniques,2019,Online
LOG005189,TCH03730,South Cotabato,Region XII,STAR STEM Integration Workshop,2024,Online
LOG005190,TCH03732,South Cotabato,Region XII,STAR Biology Specialization Course,2024,Online
LOG005191,TCH03733,South Cotabato,Region XII,STAR Physics Upskilling Workshop,2024,Online
LOG005192,TCH03733,South Cotabato,Region XII,STAR Leadership for Science Teachers,2022,Online
LOG005193,TCH03733,South Cotabato,Region XII,STAR Basic Science Training,2019,Face-to-face
LOG005194,TCH03734,South Cotabato,Region XII,STAR Chemistry Lab Techniques,2022,Online
LOG005195,TCH03734,South Cotabato,Region XII,STAR Leadership for Science Teachers,2022,Blended
LOG005196,TCH03736,Sultan Kudarat,Region XII,STAR Chemistry Lab Techniques,2023,Online
LOG005197,TCH03736,Sultan Kudarat,Region XII,STAR Regional Coaching Program,2024,Face-to-face
LOG005198,TCH03737,Sultan Kudarat,Region XII,STAR Physics Upskilling Workshop,2023,Face-to-face
LOG005199,TCH03738,Sultan Kudarat,Region XII,STAR Basic Science Training,2022,Face-to-face
LOG005200,TCH03738,Sultan Kudarat,Region XII,STAR Leadership for Science Teachers,2020,Online
LOG005201,TCH03738,Sultan Kudarat,Region XII,STAR Biology Specialization Course,2019,Online
LOG005202,TCH03738,Sultan Kudarat,Region XII,STAR Regional Coaching Program,2021,Online
LOG005203,TCH03739,Sultan Kudarat,Region XII,STAR Leadership for Science Teachers,2020,Blended
LOG005204,TCH03739,Sultan Kudarat,Region XII,STAR STEM Integration Workshop,2022,Face-to-face
LOG005205,TCH03743,Sultan Kudarat,Region XII,STAR Basic Science Training,2022,Face-to-face
LOG005206,TCH03744,Sultan Kudarat,Region XII,STAR Regional Coaching Program,2022,Face-to-face
LOG005207,TCH03744,Sultan Kudarat,Region XII,STAR Advanced Science Seminar,2021,Blended
LOG005208,TCH03744,Sultan Kudarat,Region XII,STAR Physics Upskilling Workshop,2022,Face-to-face
LOG005209,TCH03744,Sultan Kudarat,Region XII,STAR Math Enhancement Program,2023,Blended
LOG005210,TCH03745,Sultan Kudarat,Region XII,STAR Regional Coaching Program,2024,Face-to-face
LOG005211,TCH03746,Sultan Kudarat,Region XII,STAR Regional Science Camp,2019,Online
LOG005212,TCH03746,Sultan Kudarat,Region XII,STAR Math Enhancement Program,2024,Face-to-face
LOG005213,TCH03749,Sultan Kudarat,Region XII,STAR Physics Upskilling Workshop,2020,Online
LOG005214,TCH03749,Sultan Kudarat,Region XII,STAR Math Enhancement Program,2019,Face-to-face
LOG005215,TCH03750,Sultan Kudarat,Region XII,STAR Math Enhancement Program,2022,Blended
LOG005216,TCH03751,Sultan Kudarat,Region XII,STAR Regional Science Camp,2020,Face-to-face
LOG005217,TCH03751,Sultan Kudarat,Region XII,STAR Physics Upskilling Workshop,2023,Face-to-face
LOG005218,TCH03751,Sultan Kudarat,Region XII,STAR Regional Coaching Program,2023,Face-to-face
LOG005219,TCH03751,Sultan Kudarat,Region XII,STAR Advanced Science Seminar,2023,Face-to-face
LOG005220,TCH03752,Sultan Kudarat,Region XII,STAR Leadership for Science Teachers,2020,Face-to-face
LOG005221,TCH03753,Sultan Kudarat,Region XII,STAR Biology Specialization Course,2022,Face-to-face
LOG005222,TCH03753,Sultan Kudarat,Region XII,STAR STEM Integration Workshop,2023,Online
LOG005223,TCH03754,Sultan Kudarat,Region XII,STAR Physics Upskilling Workshop,2019,Blended
LOG005224,TCH03755,Sultan Kudarat,Region XII,STAR Regional Science Camp,2023,Face-to-face
LOG005225,TCH03756,Sultan Kudarat,Region XII,STAR Basic Science Training,2023,Online
LOG005226,TCH03757,Sultan Kudarat,Region XII,STAR Basic Science Training,2020,Face-to-face
LOG005227,TCH03757,Sultan Kudarat,Region XII,STAR Advanced Science Seminar,2021,Blended
LOG005228,TCH03757,Sultan Kudarat,Region XII,STAR Biology Specialization Course,2020,Face-to-face
LOG005229,TCH03758,Sultan Kudarat,Region XII,STAR Math Enhancement Program,2020,Online
LOG005230,TCH03760,Sultan Kudarat,Region XII,STAR Biology Specialization Course,2021,Online
LOG005231,TCH03760,Sultan Kudarat,Region XII,STAR Leadership for Science Teachers,2023,Online
LOG005232,TCH03763,Sultan Kudarat,Region XII,STAR Regional Coaching Program,2024,Blended
LOG005233,TCH03763,Sultan Kudarat,Region XII,STAR Chemistry Lab Techniques,2022,Blended
LOG005234,TCH03764,Sultan Kudarat,Region XII,STAR Chemistry Lab Techniques,2019,Blended
LOG005235,TCH03765,Sultan Kudarat,Region XII,STAR Basic Science Training,2022,Face-to-face
LOG005236,TCH03765,Sultan Kudarat,Region XII,STAR Biology Specialization Course,2021,Face-to-face
LOG005237,TCH03765,Sultan Kudarat,Region XII,STAR Regional Science Camp,2021,Face-to-face
LOG005238,TCH03765,Sultan Kudarat,Region XII,STAR Basic Science Training,2022,Blended
LOG005239,TCH03765,Sultan Kudarat,Region XII,STAR Regional Coaching Program,2021,Face-to-face
LOG005240,TCH03766,Sultan Kudarat,Region XII,STAR Chemistry Lab Techniques,2024,Blended
LOG005241,TCH03766,Sultan Kudarat,Region XII,STAR Regional Science Camp,2021,Face-to-face
LOG005242,TCH03766,Sultan Kudarat,Region XII,STAR Advanced Science Seminar,2022,Online
LOG005243,TCH03767,Sultan Kudarat,Region XII,STAR Biology Specialization Course,2024,Face-to-face
LOG005244,TCH03768,Sultan Kudarat,Region XII,STAR Chemistry Lab Techniques,2024,Face-to-face
LOG005245,TCH03769,Sultan Kudarat,Region XII,STAR Physics Upskilling Workshop,2019,Blended
LOG005246,TCH03770,Sultan Kudarat,Region XII,STAR Chemistry Lab Techniques,2024,Online
LOG005247,TCH03770,Sultan Kudarat,Region XII,STAR Physics Upskilling Workshop,2019,Face-to-face
LOG005248,TCH03770,Sultan Kudarat,Region XII,STAR STEM Integration Workshop,2021,Face-to-face
LOG005249,TCH03770,Sultan Kudarat,Region XII,STAR STEM Integration Workshop,2019,Face-to-face
LOG005250,TCH03770,Sultan Kudarat,Region XII,STAR Chemistry Lab Techniques,2023,Face-to-face
LOG005251,TCH03771,Sultan Kudarat,Region XII,STAR Math Enhancement Program,2021,Face-to-face
LOG005252,TCH03771,Sultan Kudarat,Region XII,STAR Regional Science Camp,2021,Online
LOG005253,TCH03772,Sultan Kudarat,Region XII,STAR Advanced Science Seminar,2021,Online
LOG005254,TCH03772,Sultan Kudarat,Region XII,STAR STEM Integration Workshop,2023,Online
LOG005255,TCH03773,Sultan Kudarat,Region XII,STAR Biology Specialization Course,2020,Face-to-face
LOG005256,TCH03774,Sultan Kudarat,Region XII,STAR Regional Coaching Program,2021,Face-to-face
LOG005257,TCH03776,Sultan Kudarat,Region XII,STAR Math Enhancement Program,2024,Face-to-face
LOG005258,TCH03777,Sultan Kudarat,Region XII,STAR Regional Science Camp,2024,Online
LOG005259,TCH03778,Sultan Kudarat,Region XII,STAR STEM Integration Workshop,2023,Blended
LOG005260,TCH03778,Sultan Kudarat,Region XII,STAR Advanced Science Seminar,2020,Face-to-face
LOG005261,TCH03779,Sultan Kudarat,Region XII,STAR Basic Science Training,2019,Face-to-face
LOG005262,TCH03781,Sultan Kudarat,Region XII,STAR Regional Science Camp,2019,Blended
LOG005263,TCH03782,Sultan Kudarat,Region XII,STAR Basic Science Training,2020,Face-to-face
LOG005264,TCH03782,Sultan Kudarat,Region XII,STAR STEM Integration Workshop,2021,Face-to-face
LOG005265,TCH03782,Sultan Kudarat,Region XII,STAR Biology Specialization Course,2021,Face-to-face
LOG005266,TCH03782,Sultan Kudarat,Region XII,STAR Advanced Science Seminar,2022,Face-to-face
